indexw,user,token,amount
9992,BaRCNoUGnDpUyZnb9RmjXtB7BrTXG4vo8kb6X3Jznuww,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,157.426957235
9993,EJdNPpFjdhVSS7ApFkRgwHAunCEoj7dsWAurgytZzxBD,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,2.4e-08
9994,EJdNPpFjdhVSS7ApFkRgwHAunCEoj7dsWAurgytZzxBD,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2646.497722
9995,SE46K7yMjiHqCEkW92T8dqXUYGBQZk8vZMqqW2XMj94,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.7e-07
9996,DDoftWZRrGNtmAiMnCrngri54DcXRAuE9qNgnHaXWajq,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,3.6e-08
9997,DDoftWZRrGNtmAiMnCrngri54DcXRAuE9qNgnHaXWajq,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.753731
9998,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,56tNQ29XBrbovm5K5SThuQatjCy92w2wKUaUeQ8WCD9g,50000.0
9999,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,86.739658
10000,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,2.5e-05
10001,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,StepAscQoEioFxxWGnh2sLBDFp9d8rvKz2Yp39iDpyT,1.000000806
10002,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,4EUgJ5LSF3UDVbVAYzqE133NXAxfhHZSvqx214EJkNkQ,50.221616
10003,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,DKoKBD7YheCGZjWp5CaHDPtheAcUveRSMvWkaivbNzWh,80.166885
10004,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
10005,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,DubwWZNWiNGMMeeQHPnMATNj77YZPZSAz2WVR5WjLJqz,10.000000461
10006,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,Grn1ipjetWK7sz5Bq9S1nwD7F7dUsFzM44diFxbMruvK,119.142461
10007,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,GsNzxJfFn6zQdJGeYsupJWzUAm57Ba7335mfhWvFiE9Z,1.0
10008,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,E5ndSkaB17Dm7CsD22dvcjfrYSDLCxFcMd6z8ddCk5wp,25.012991511
10009,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,DFL1zNkaGPWm1BqAVqRjCZvHmwTFrEaJtbzJWgseoNJh,1.000008199
10010,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,sinjBMHhAuvywW3o87uXHswuRXb3c7TfqgAdocedtDj,1.58e-07
10011,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,10.000002606
10012,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,DQsbebdNDy8yQrwLTpieckhzi7Ewx9LoCPVf7G9KvY2U,331.655658
10013,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,Ge5kuYg5PekrPUeKzngw97Cnfngj8j6NCX5q1jTBkWSW,0.862782
10014,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,CsZ5LZkDS7h9TDKjrbL7VAwQZ9nsRu8vJLhRYfmGaN8K,800.0
10015,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,75.000758
10016,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD,2.0
10017,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,2wPsMuzhEsC6GhV3qtFpmJF6atEgLGbnmQ8U43Y6fPxZ,0.862974
10018,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,74B9aMS7SA832xKngt5VLKmWAP3pa3qkUzWncTmQSsGF,0.012703
10019,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,xStpgUCss9piqeFUk2iLVcvJEGhAdJxJQuwLkXP555G,102.377383191
10020,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,E6UU5M1z4CvSAAF99d9wRoXsasWMEXsvHrz3JQRXtm2X,100000.0
10021,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,68qg4dYU5Q1DpCTjDec4tq1ZSMzRUBpmXrZwTgUNPvDJ,36511523.587784
10022,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,BaconSBRjNckjeQCi6E2Ndg8wSmAwPgmfmZnF6ZmyFhz,2028.307914
10023,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,2FMpVEhvxiFxhfideFUMNxCoUZK3TfhezzajoHGTQKP2,235.425362
10024,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,7TUfYWVjy6MzfyJ3Nu1EJzo3K2tJRc1HucX8KprQ2gy8,7.976493494
10025,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i,0.000133
10026,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,Eho8h1BcoG5QWU7X9FzJafw5ErKUXtR2LobAJJZfWff4,0.00722
10027,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,SRYWvj5Xw1UoivpdfJN4hFZU1qbtceMvfM5nBc3PsRC,7.072823
10028,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,HVLyX8mD8YvKgZJ4oB6rXJiCYMLpHKwB6iCiCjE1XwdT,0.007511
10029,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,5PHS5w6hQwFNnLz1jJFe7TVTxSQ98cDYC3akmiAoFMXs,0.483064
10030,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,H7Qc9APCWWGDVxGD5fJHmLTmdEgT9GFatAKFNg6sHh8A,100.014422898
10031,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,SHDWyBxihqiCj6YekG2GUr7wqKLeLAMK1gHZck9pL6y,3.2e-08
10032,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,SUNNYWgPQmFxe9wTZzNK7iPnJ3vYDrkgnxJRJm1s3ag,0.000178
10033,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,Amt5wUJREJQC5pX7Z48YSK812xmu4j3sQVupNhtsEuY8,54190.475561
10034,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,stmnJnBt9kNdjYWrcQSj6ZdLeLvzvrXd8hSKCHHhJ5U,1594.977487
10035,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,9RRBDWZGWGVnHgazCpb9R1XApmHLBDya8Tq1yrzoMsKY,0.145143
10036,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,7kbnvuGBxxj8AG9qp8Scn56muWGaRaFqxg1FsRp3PaFT,6.979655
10037,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,a11bdAAuV8iB2fu7X6AxAvDTo1QZ8FXB3kk5eecdasp,8.3e-08
10038,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,6XWfkyg5mzGtKNftSDgYjyoPyUsLRf2rafj95XSFSFrr,5000.0
10039,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,UXPhBoR3qG4UCiGNJfV7MqhHyFqKN68g45GoYvAeL2M,9.269e-06
10040,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,5SLqZSywodLS8ih6U2AAioZrxpgR149hR8SApmCB7r5X,1e-06
10041,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,STuLiPmUCUtG1hQcwdc9de9sjYhVsYoucCiWqbApbpM,4.917596585
10042,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,EsPKhGTMf3bGoy4Qm7pCv3UCcWqAmbC1UGHBTDxRjjD4,1.000296205
10043,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,31tCNEE6LiL9yW4Bu153Dq4vi2GuorXxCA9pW9aA6ecU,237587.545247481
10044,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,9LzCMqDgTKYz9Drzqnpgee3SGa89up3a247ypMj2xrqM,100.02056618
10045,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,GNCjk3FmPPgZTkbQRSxr6nCvLtYMbXKMnRxg8BgJs62e,350.007525178
10046,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,0.000422
10047,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,9nEqaUcb16sQ3Tn1psbkWqyhPdLmfHWjKGymREjsAgTE,0.000102
10048,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,CXVZgdAGahKyZaTegfJLq5TwjbJkJdSjM3xJHgnSfH26,1e-06
10049,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,AUrMpCDYYcPuHhyNX8gEEqbmDPFUpBpHrNW3vPeCFn5Z,9e-09
10050,Aq4xvmgZAd4HGHDUqaUgZgvkq5Jjub2BJSzAqzuFBu85,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.481931566
10051,Aq4xvmgZAd4HGHDUqaUgZgvkq5Jjub2BJSzAqzuFBu85,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2494.276843
10052,Aq4xvmgZAd4HGHDUqaUgZgvkq5Jjub2BJSzAqzuFBu85,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,49.328901906
10053,CSDbgkbo4DA7kQgedBUFutLxPtb84kgUgjqSPnGg7o7d,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.094872
10054,CSDbgkbo4DA7kQgedBUFutLxPtb84kgUgjqSPnGg7o7d,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,5.26e-07
10055,DydgbDARVsfMFN9iDST7p8dzpobuatE7AbrFFbhudsrx,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.263622
10056,DydgbDARVsfMFN9iDST7p8dzpobuatE7AbrFFbhudsrx,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.1e-08
10057,suUmAoyRhQPduCktQEwy6Gtff6pBy33suxd44BREXud,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,16.52303921
10058,suUmAoyRhQPduCktQEwy6Gtff6pBy33suxd44BREXud,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1271.328055
10059,suUmAoyRhQPduCktQEwy6Gtff6pBy33suxd44BREXud,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,64.7043012
10060,9VDkuPRsFDFqVWehmcNuMkXXPBPvfQm2am6WdCAbNUz6,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,2.05350628
10061,9VDkuPRsFDFqVWehmcNuMkXXPBPvfQm2am6WdCAbNUz6,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.068467711
10062,9VDkuPRsFDFqVWehmcNuMkXXPBPvfQm2am6WdCAbNUz6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6.327174
10063,ALK1Z876TEU9cb5F7P3KVcm2bv2DcFpx3RAJS2Z1Pun7,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,7.770000003
10064,ALK1Z876TEU9cb5F7P3KVcm2bv2DcFpx3RAJS2Z1Pun7,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.541677115
10065,ALK1Z876TEU9cb5F7P3KVcm2bv2DcFpx3RAJS2Z1Pun7,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.059421
10066,ALK1Z876TEU9cb5F7P3KVcm2bv2DcFpx3RAJS2Z1Pun7,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
10067,3zv23zfSkprfKDjirMzhWAxDNWVysuYoB2Pq5oAppMNK,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,2.7e-08
10068,3zv23zfSkprfKDjirMzhWAxDNWVysuYoB2Pq5oAppMNK,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.574672286
10069,DUT9b5AUTUN8ouR9s4HXy2Ei9vG2pGKT1LynYtWCGSVs,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,2.16e-07
10070,DUT9b5AUTUN8ouR9s4HXy2Ei9vG2pGKT1LynYtWCGSVs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.788961
10071,BgXtrRF6MxG1HLeacL4YV72vfPYWC6z9Y9HzRzVAzoMN,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.08071011
10072,YKSvVxYeoqZS26PmZLTv4idoTuHwifBvVshuit6ZdSQ,8Lg7TowFuMQoGiTsLE6qV9x3czRgDmVy8f8Vv8KS4uW,2.662952
10073,YKSvVxYeoqZS26PmZLTv4idoTuHwifBvVshuit6ZdSQ,H4Q3hDbuMUw8Bu72Ph8oV2xMQ7BFNbekpfQZKS2xF7jW,16.440635233
10074,YKSvVxYeoqZS26PmZLTv4idoTuHwifBvVshuit6ZdSQ,sonarX4VtVkQemriJeLm6CKeW3GDMyiBnnAEMw1MRAE,50.000006411
10075,YKSvVxYeoqZS26PmZLTv4idoTuHwifBvVshuit6ZdSQ,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
10076,YKSvVxYeoqZS26PmZLTv4idoTuHwifBvVshuit6ZdSQ,HRYfSMc1gYEvxo9zsh14jYHKxAcfJfoVakKtRtJEomb8,16.956009
10077,YKSvVxYeoqZS26PmZLTv4idoTuHwifBvVshuit6ZdSQ,4QSK13NTKxTBExbMjHFsj3QfHBn4Hfp3DGLSba8GvFvh,13.877883
10078,YKSvVxYeoqZS26PmZLTv4idoTuHwifBvVshuit6ZdSQ,Amig8TisuLpzun8XyGfC5HJHHGUQEscjLgoTWsCCKihg,28.163051
10079,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,8vmfpC295wnxH7mnPw3GpfvD9mCCdJBj81mPfe9PL9Wi,2.0
10080,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,5jFnsfx36DyGk8uVGrbXnVUMTsBkPXGpx6e69BiGFzko,1000.0
10081,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3e-06
10082,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,0.000252
10083,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,StepAscQoEioFxxWGnh2sLBDFp9d8rvKz2Yp39iDpyT,0.002840283
10084,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,21jZ1ESEFYh9SBwjT5gqE3jHv3JnaGhgvypLTR96QXW9,100.0
10085,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,9ae76zqD3cgzR9gvf5Thc2NN3ACF7rqqnrLqxNzgcre6,240.0
10086,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,4dydh8EGNEdTz6grqnGBxpduRg55eLnwNZXoNZJetadu,5000.0
10087,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,0.549145576
10088,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx,1.273e-05
10089,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.458124653
10090,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.039397024
10091,G8oTn1p2hgSSxg7kwBCinVWbEZ2p9W5QEbHoM3Hi2kPw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,1e-09
10092,6QnmdMDGZj5qu2PMSuDTvaypwP6U9ekTQW4HXAr2zsSb,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3316.724482
10093,6QnmdMDGZj5qu2PMSuDTvaypwP6U9ekTQW4HXAr2zsSb,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.64e-07
10094,3pKtWzJXm4HNt3DYkTsidqz5MDLKNCJgvwgHkSAmSwyv,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,7.9e-08
10095,3pKtWzJXm4HNt3DYkTsidqz5MDLKNCJgvwgHkSAmSwyv,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.34954
10096,3pKtWzJXm4HNt3DYkTsidqz5MDLKNCJgvwgHkSAmSwyv,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,93.535972702
10097,93Mc6opEePvXbCEwN6p2Kx5gpeHujVagrtbSw2qaF7mW,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.115603
10098,93Mc6opEePvXbCEwN6p2Kx5gpeHujVagrtbSw2qaF7mW,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,4.4e-08
10099,r2XGpcyZqDoEouRpcYUmfLuyKthVHoEwHT3R4qq2LZn,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,171.15808
10100,r2XGpcyZqDoEouRpcYUmfLuyKthVHoEwHT3R4qq2LZn,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.150333699
10101,r2XGpcyZqDoEouRpcYUmfLuyKthVHoEwHT3R4qq2LZn,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.23e-07
10102,A14F1PFo78rWmpJMBhinsBXEbx7Z8RT7TUoZegYE21S5,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,274.695025
10103,A14F1PFo78rWmpJMBhinsBXEbx7Z8RT7TUoZegYE21S5,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,8e-08
10104,2c7orbewyCtq18WZZA7Jkm1Ayyzyq3a5AsgNX5zZ5mDN,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,109.404194284
10105,2c7orbewyCtq18WZZA7Jkm1Ayyzyq3a5AsgNX5zZ5mDN,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.107213078
10106,2c7orbewyCtq18WZZA7Jkm1Ayyzyq3a5AsgNX5zZ5mDN,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.903019
10107,2huuoLQyKsMmV5noqaU4jWpMUCWC4YsaPAzEqWtNDRu7,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,10.606966837
10108,2huuoLQyKsMmV5noqaU4jWpMUCWC4YsaPAzEqWtNDRu7,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,7.8e-08
10109,2huuoLQyKsMmV5noqaU4jWpMUCWC4YsaPAzEqWtNDRu7,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,249.92498
10110,qfF9LFBWWviK8RzTDR3J6XK7oDh7T6JGJhFYU7TTMTm,AMdnw9H5DFtQwZowVFr4kUgSXJzLokKSinvgGiUoLSps,631029.540051458
10111,qfF9LFBWWviK8RzTDR3J6XK7oDh7T6JGJhFYU7TTMTm,5p2zjqCd1WJzAVgcEnjhb9zWDU7b9XVhFhx4usiyN7jB,0.000388958
10112,qfF9LFBWWviK8RzTDR3J6XK7oDh7T6JGJhFYU7TTMTm,7puG5H5Mc6QpvaXjAVLr6GnL5hhUMnpLcUm8G3mEsgHQ,1300.0
10113,qfF9LFBWWviK8RzTDR3J6XK7oDh7T6JGJhFYU7TTMTm,A9UhP1xfQHWUhSd54NgKPub2XB3ZuQMdPEvf9aMTHxGT,500000.0
10114,qfF9LFBWWviK8RzTDR3J6XK7oDh7T6JGJhFYU7TTMTm,SHDWyBxihqiCj6YekG2GUr7wqKLeLAMK1gHZck9pL6y,5458.558218366
10115,qfF9LFBWWviK8RzTDR3J6XK7oDh7T6JGJhFYU7TTMTm,EZF2sPJRe26e8iyXaCrmEefrGVBkqqNGv9UPGG9EnTQz,1000.0
10116,qfF9LFBWWviK8RzTDR3J6XK7oDh7T6JGJhFYU7TTMTm,9nEqaUcb16sQ3Tn1psbkWqyhPdLmfHWjKGymREjsAgTE,396444.508427
10117,22JYebQtQSLchTXiRJVCx7hpPamN1YzLJKHET52S6eBm,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,9.8969845
10118,22JYebQtQSLchTXiRJVCx7hpPamN1YzLJKHET52S6eBm,6uZ7MRGGf3FJhzk9TUk3QRMR2fz83WY9BEVBukRvMRVX,200.0
10119,22JYebQtQSLchTXiRJVCx7hpPamN1YzLJKHET52S6eBm,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,9515.208646731
10120,22JYebQtQSLchTXiRJVCx7hpPamN1YzLJKHET52S6eBm,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,154956.359137
10121,22JYebQtQSLchTXiRJVCx7hpPamN1YzLJKHET52S6eBm,MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,9e-08
10122,22JYebQtQSLchTXiRJVCx7hpPamN1YzLJKHET52S6eBm,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,2e-06
10123,22JYebQtQSLchTXiRJVCx7hpPamN1YzLJKHET52S6eBm,XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD,1.0
10124,22JYebQtQSLchTXiRJVCx7hpPamN1YzLJKHET52S6eBm,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,92408.02192
10125,24dYnzM9LMUno6aPR9j1KyRfy6UjYyMTyorGUKdpcB3k,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1542.211676
10126,24dYnzM9LMUno6aPR9j1KyRfy6UjYyMTyorGUKdpcB3k,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,7.5e-08
10127,888q9jAmUcU5zW7eUmJVpZCntHXdDKV1uri9TSzbwy1f,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.007876624
10128,888q9jAmUcU5zW7eUmJVpZCntHXdDKV1uri9TSzbwy1f,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.97844
10129,888q9jAmUcU5zW7eUmJVpZCntHXdDKV1uri9TSzbwy1f,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.001295034
10130,8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,4ThReWAbAVZjNVgs5Ui9Pk3cZ5TYaD9u6Y89fp6EFzoF,5.1e-07
10131,8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,AkhdZGVbJXPuQZ53u2LrimCjkRP6ZyxG1SoM85T98eE1,0.00854386
10132,8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,DUSTawucrTsGU8hcqRdHDCbuYhCPADMLM2VcCb8VnFnQ,0.105123188
10133,8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,DK6PWMyuZ4NMjsm9AWNCTMKrajQYrtfMjMJ3QauX2UH5,1.6e-08
10134,8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,6Y7LbYB3tfGBG6CSkyssoxdtHb77AEMTRVXe8JUJRwZ7,0.99294
10135,8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,poLisWXnNRwC6oBu1vHiuKQzFjGL4XDSu4g9qjz9qVk,0.00983481
10136,8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,seedEDBqu63tJ7PFqvcbwvThrYUkQeqT6NLf81kLibs,1.0024e-05
10137,8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,EZF2sPJRe26e8iyXaCrmEefrGVBkqqNGv9UPGG9EnTQz,0.044800743
10138,8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,buMnhMd5xSyXBssTQo15jouu8VhuEZJCfbtBUZgRcuW,0.011822
10139,8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,DJafV9qemGp7mLMEn5wrfqaFwxsbLgUsGVS16zKRk9kc,0.003383
10140,8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,BgeRyFWWGHeVouqfHfcXUxmvfkgekhrXYVqQWf63kpJB,1.306e-06
